date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2009-01-01,27,16,0.0,14.5,6,31,09:59 AM,10:56 PM,05:38 AM,08:00 PM,13,21,21,21,18,12,63,0.0,1012,27,10,257,9,bellville-south-weather
2009-01-02,23,14,0.0,12.4,4,38,10:58 AM,11:22 PM,05:39 AM,08:00 PM,13,19,20,19,19,32,73,1.0,1014,23,9,309,11,bellville-south-weather
2009-01-03,23,14,0.0,13.4,4,45,11:57 AM,11:49 PM,05:40 AM,08:00 PM,13,19,20,19,17,31,68,0.5,1015,23,8,250,10,bellville-south-weather
2009-01-04,27,16,0.0,14.5,6,52,12:59 PM,No moonset,05:41 AM,08:00 PM,13,22,22,22,20,13,63,0.0,1015,27,10,144,12,bellville-south-weather
2009-01-05,29,18,0.0,13.4,5,60,02:04 PM,12:18 AM,05:41 AM,08:00 PM,15,24,24,23,18,23,62,0.0,1011,29,10,209,9,bellville-south-weather
2009-01-06,28,19,0.0,12.3,5,67,03:13 PM,12:52 AM,05:42 AM,08:00 PM,17,24,24,23,13,49,72,0.0,1010,28,9,193,7,bellville-south-weather
2009-01-07,29,17,0.0,14.5,6,74,04:25 PM,01:33 AM,05:43 AM,08:00 PM,14,23,23,23,20,10,64,0.0,1008,29,9,258,11,bellville-south-weather
2009-01-08,27,15,0.0,14.5,6,82,05:37 PM,02:22 AM,05:44 AM,08:00 PM,12,20,21,20,26,13,62,0.0,1010,27,10,304,16,bellville-south-weather
2009-01-09,23,15,0.0,11.3,4,89,06:44 PM,03:22 AM,05:45 AM,08:00 PM,14,19,20,19,29,55,74,2.6,1013,23,9,256,17,bellville-south-weather
2009-01-10,27,14,0.0,14.5,6,96,07:43 PM,04:31 AM,05:46 AM,08:00 PM,13,21,21,21,27,9,68,0.0,1015,27,8,136,16,bellville-south-weather
2009-01-11,32,17,0.0,14.5,6,100,08:31 PM,05:47 AM,05:47 AM,08:00 PM,13,25,25,24,18,2,57,0.0,1010,32,10,152,9,bellville-south-weather
2009-01-12,29,18,0.0,14.5,6,89,09:12 PM,07:03 AM,05:48 AM,08:00 PM,16,24,24,23,17,10,66,0.0,1011,29,10,151,9,bellville-south-weather
2009-01-13,27,16,0.0,14.5,6,82,09:47 PM,08:16 AM,05:48 AM,08:00 PM,15,21,22,21,22,17,73,0.0,1012,27,9,302,14,bellville-south-weather
2009-01-14,26,15,0.0,14.5,6,75,10:17 PM,09:26 AM,05:49 AM,08:00 PM,13,20,21,20,29,32,71,0.0,1018,26,8,164,17,bellville-south-weather
2009-01-15,29,14,0.0,14.1,6,68,10:45 PM,10:31 AM,05:50 AM,07:59 PM,11,21,21,21,26,6,62,0.0,1015,29,10,190,15,bellville-south-weather
2009-01-16,28,16,0.0,14.1,6,60,11:14 PM,11:34 AM,05:51 AM,07:59 PM,12,21,21,21,31,9,65,0.0,1014,28,10,157,18,bellville-south-weather
2009-01-17,26,15,0.0,14.1,5,53,11:43 PM,12:35 PM,05:52 AM,07:59 PM,11,20,20,20,33,4,63,0.0,1016,26,10,161,18,bellville-south-weather
2009-01-18,28,13,0.0,14.1,6,46,No moonrise,01:36 PM,05:53 AM,07:58 PM,12,20,21,20,33,4,66,0.0,1016,28,10,149,20,bellville-south-weather
2009-01-19,29,15,0.0,14.0,6,38,12:14 AM,02:35 PM,05:54 AM,07:58 PM,11,21,21,21,36,3,63,0.0,1016,29,10,131,22,bellville-south-weather
2009-01-20,34,15,0.0,14.0,6,31,12:49 AM,03:35 PM,05:55 AM,07:58 PM,11,24,24,24,24,0,55,0.0,1010,34,10,122,13,bellville-south-weather
2009-01-21,30,17,0.0,14.0,6,24,01:29 AM,04:31 PM,05:56 AM,07:57 PM,13,23,23,23,23,6,61,0.0,1008,30,10,265,13,bellville-south-weather
2009-01-22,23,15,0.0,11.1,4,17,02:14 AM,05:24 PM,05:57 AM,07:57 PM,14,19,20,19,23,53,78,1.8,1013,23,8,228,14,bellville-south-weather
2009-01-23,24,13,0.0,14.0,5,9,03:05 AM,06:12 PM,05:58 AM,07:56 PM,11,19,19,19,20,8,68,0.0,1014,24,9,196,10,bellville-south-weather
2009-01-24,27,12,0.0,14.0,6,2,04:00 AM,06:54 PM,05:59 AM,07:56 PM,13,20,21,20,18,4,67,0.0,1013,27,10,204,9,bellville-south-weather
2009-01-25,27,15,0.0,13.6,6,0,04:57 AM,07:31 PM,06:00 AM,07:55 PM,14,21,22,21,18,4,67,0.0,1013,27,9,168,11,bellville-south-weather
2009-01-26,28,13,0.0,11.6,6,0,05:56 AM,08:04 PM,06:01 AM,07:55 PM,14,20,21,20,21,11,70,0.0,1012,28,9,223,11,bellville-south-weather
2009-01-27,21,11,0.0,11.6,4,5,06:55 AM,08:33 PM,06:02 AM,07:54 PM,10,16,17,16,26,40,71,0.1,1018,21,8,219,16,bellville-south-weather
2009-01-28,28,14,0.0,11.6,6,12,07:54 AM,09:00 PM,06:03 AM,07:53 PM,10,21,21,21,25,9,59,0.0,1015,28,10,136,13,bellville-south-weather
2009-01-29,31,16,0.0,11.6,6,20,08:52 AM,09:27 PM,06:04 AM,07:53 PM,14,23,23,23,22,6,63,0.0,1013,31,10,193,12,bellville-south-weather
2009-01-30,29,17,0.0,11.6,6,27,09:52 AM,09:53 PM,06:05 AM,07:52 PM,14,23,23,22,28,12,64,0.0,1016,29,10,170,16,bellville-south-weather
2009-01-31,30,16,0.0,11.6,6,31,10:52 AM,10:21 PM,06:06 AM,07:51 PM,13,23,23,22,27,1,60,0.0,1015,30,10,166,16,bellville-south-weather
2009-02-01,29,16,0.0,11.6,6,43,11:55 AM,10:52 PM,06:07 AM,07:51 PM,14,22,22,22,24,1,65,0.0,1013,29,9,170,14,bellville-south-weather
2009-02-02,26,16,0.0,11.6,6,50,01:01 PM,11:29 PM,06:08 AM,07:50 PM,14,20,21,20,22,18,71,0.0,1013,26,7,227,11,bellville-south-weather
2009-02-03,23,15,0.0,11.6,5,58,02:09 PM,No moonset,06:09 AM,07:49 PM,12,19,20,19,26,20,67,0.0,1017,23,8,203,16,bellville-south-weather
2009-02-04,29,14,0.0,11.6,6,66,03:19 PM,12:12 AM,06:10 AM,07:48 PM,10,21,21,21,33,1,58,0.0,1019,29,10,127,20,bellville-south-weather
2009-02-05,34,16,0.0,11.6,6,73,04:25 PM,01:06 AM,06:11 AM,07:48 PM,12,25,25,25,30,0,53,0.0,1017,34,10,122,17,bellville-south-weather
2009-02-06,39,18,0.0,11.6,7,81,05:27 PM,02:09 AM,06:12 AM,07:47 PM,15,29,29,28,24,0,52,0.0,1014,39,10,123,13,bellville-south-weather
2009-02-07,38,22,0.0,11.6,6,88,06:19 PM,03:20 AM,06:13 AM,07:46 PM,17,31,31,30,16,18,54,0.2,1012,38,10,169,7,bellville-south-weather
2009-02-08,32,19,0.0,11.6,6,96,07:03 PM,04:34 AM,06:14 AM,07:45 PM,17,27,27,26,21,27,63,0.5,1009,32,9,273,13,bellville-south-weather
2009-02-09,27,17,0.0,11.6,5,100,07:40 PM,05:49 AM,06:15 AM,07:44 PM,15,22,23,22,19,32,67,0.2,1015,27,8,231,12,bellville-south-weather
2009-02-10,26,18,0.0,11.6,6,89,08:13 PM,07:01 AM,06:16 AM,07:43 PM,15,22,22,22,31,34,71,0.0,1018,26,10,146,19,bellville-south-weather
2009-02-11,28,17,0.0,11.6,6,82,08:43 PM,08:09 AM,06:17 AM,07:42 PM,14,22,22,22,35,18,67,0.0,1020,28,9,112,20,bellville-south-weather
2009-02-12,36,18,0.0,11.6,7,74,09:12 PM,09:15 AM,06:18 AM,07:41 PM,13,27,27,27,22,5,49,0.0,1013,36,10,168,11,bellville-south-weather
2009-02-13,29,18,0.0,11.6,6,67,09:42 PM,10:19 AM,06:19 AM,07:40 PM,14,24,24,23,26,12,61,0.0,1011,29,10,189,15,bellville-south-weather
2009-02-14,23,16,0.0,11.6,5,59,10:12 PM,11:22 AM,06:20 AM,07:39 PM,10,19,20,19,34,18,63,0.0,1016,23,10,159,21,bellville-south-weather
2009-02-15,28,15,0.0,11.6,6,51,10:47 PM,12:23 PM,06:20 AM,07:38 PM,11,21,21,21,31,4,60,0.0,1018,28,10,125,18,bellville-south-weather
2009-02-16,31,15,0.0,11.6,6,44,11:26 PM,01:24 PM,06:21 AM,07:37 PM,10,23,23,23,22,0,51,0.0,1013,31,10,126,11,bellville-south-weather
2009-02-17,36,18,0.0,11.6,7,36,No moonrise,02:22 PM,06:22 AM,07:36 PM,10,26,26,27,19,14,38,0.4,1008,36,10,214,10,bellville-south-weather
2009-02-18,28,17,0.0,11.6,6,29,12:09 AM,03:17 PM,06:23 AM,07:35 PM,11,23,23,23,28,25,50,0.0,1009,28,10,313,18,bellville-south-weather
2009-02-19,24,15,0.0,11.6,4,21,12:58 AM,04:07 PM,06:24 AM,07:34 PM,13,19,19,19,22,34,74,1.0,1014,24,8,228,13,bellville-south-weather
2009-02-20,29,14,0.0,11.6,6,14,01:51 AM,04:51 PM,06:25 AM,07:33 PM,12,20,20,20,19,5,65,0.0,1012,29,10,191,11,bellville-south-weather
2009-02-21,24,14,0.0,10.3,4,6,02:48 AM,05:30 PM,06:26 AM,07:32 PM,12,18,19,18,18,23,73,0.1,1014,24,7,277,10,bellville-south-weather
2009-02-22,24,14,0.0,11.6,5,0,03:47 AM,06:04 PM,06:27 AM,07:30 PM,9,19,19,19,30,12,61,0.0,1019,24,10,153,19,bellville-south-weather
2009-02-23,34,13,0.0,11.6,6,0,04:46 AM,06:35 PM,06:28 AM,07:29 PM,9,23,23,23,23,0,50,0.0,1014,34,10,122,12,bellville-south-weather
2009-02-24,32,20,0.0,7.8,6,0,05:45 AM,07:03 PM,06:29 AM,07:28 PM,15,26,26,25,20,48,56,2.3,1011,32,9,148,8,bellville-south-weather
2009-02-25,30,19,0.0,11.6,6,1,06:44 AM,07:30 PM,06:30 AM,07:27 PM,15,25,25,25,19,4,59,0.0,1013,30,10,199,10,bellville-south-weather
2009-02-26,31,16,0.0,11.6,6,9,07:44 AM,07:57 PM,06:30 AM,07:26 PM,13,23,23,23,19,1,59,0.0,1013,31,10,182,11,bellville-south-weather
2009-02-27,28,16,0.0,11.6,6,16,08:45 AM,08:25 PM,06:31 AM,07:24 PM,14,22,22,22,25,4,69,0.0,1013,28,9,171,15,bellville-south-weather
2009-02-28,30,16,0.0,11.6,6,24,09:48 AM,08:56 PM,06:32 AM,07:23 PM,13,23,23,23,28,4,63,0.0,1015,30,10,128,16,bellville-south-weather
2009-03-01,35,19,0.0,11.6,7,30,10:53 AM,09:31 PM,06:33 AM,07:22 PM,14,27,27,26,20,4,53,0.0,1012,35,10,202,10,bellville-south-weather
2009-03-02,25,15,0.0,11.6,6,37,12:01 PM,10:11 PM,06:34 AM,07:21 PM,14,20,21,20,21,1,70,0.0,1013,25,9,277,12,bellville-south-weather
2009-03-03,26,13,0.0,11.6,5,45,01:09 PM,11:00 PM,06:35 AM,07:19 PM,12,20,20,20,22,0,66,0.0,1017,26,8,171,13,bellville-south-weather
2009-03-04,32,15,0.0,11.6,6,52,02:15 PM,11:58 PM,06:36 AM,07:18 PM,11,23,23,23,23,21,55,0.0,1017,32,10,138,13,bellville-south-weather
2009-03-05,37,18,0.0,11.6,7,59,03:17 PM,No moonset,06:36 AM,07:17 PM,11,28,28,28,17,4,36,0.0,1014,37,10,155,9,bellville-south-weather
2009-03-06,38,24,0.0,11.6,8,67,04:10 PM,01:04 AM,06:37 AM,07:15 PM,12,31,31,31,16,7,32,0.0,1014,38,10,184,8,bellville-south-weather
2009-03-07,33,21,0.0,11.6,7,74,04:56 PM,02:15 AM,06:38 AM,07:14 PM,15,28,28,28,20,11,50,0.0,1015,33,10,215,12,bellville-south-weather
2009-03-08,29,18,0.0,11.6,6,81,05:35 PM,03:28 AM,06:39 AM,07:13 PM,17,24,24,23,31,10,72,0.0,1017,29,10,139,18,bellville-south-weather
2009-03-09,35,19,0.0,11.6,7,88,06:09 PM,04:38 AM,06:40 AM,07:11 PM,14,27,27,27,19,8,51,0.0,1014,35,10,114,9,bellville-south-weather
2009-03-10,36,21,0.0,11.6,7,96,06:40 PM,05:48 AM,06:41 AM,07:10 PM,13,28,28,28,18,4,42,0.0,1011,36,10,153,10,bellville-south-weather
2009-03-11,34,19,0.0,11.6,7,100,07:10 PM,06:54 AM,06:41 AM,07:09 PM,15,27,27,26,17,6,57,0.0,1011,34,10,186,10,bellville-south-weather
2009-03-12,32,19,0.0,11.6,7,90,07:39 PM,07:59 AM,06:42 AM,07:07 PM,15,26,26,25,20,17,58,0.0,1009,32,10,261,11,bellville-south-weather
2009-03-13,26,17,0.0,11.6,6,83,08:10 PM,09:03 AM,06:43 AM,07:06 PM,15,21,21,21,18,4,71,0.0,1015,26,8,228,11,bellville-south-weather
2009-03-14,33,16,0.0,11.6,6,75,08:43 PM,10:06 AM,06:44 AM,07:05 PM,13,24,24,24,18,9,59,0.0,1016,33,10,151,9,bellville-south-weather
2009-03-15,33,17,0.0,11.6,6,68,09:21 PM,11:09 AM,06:45 AM,07:03 PM,12,24,24,24,16,0,51,0.0,1013,33,10,235,9,bellville-south-weather
2009-03-16,22,11,0.0,8.9,4,61,10:03 PM,12:09 PM,06:45 AM,07:02 PM,12,16,17,16,26,50,77,0.3,1016,22,6,217,15,bellville-south-weather
2009-03-17,19,11,0.0,11.6,4,53,10:50 PM,01:07 PM,06:46 AM,07:01 PM,6,14,15,14,30,16,63,0.0,1020,19,10,153,18,bellville-south-weather
2009-03-18,22,11,0.0,11.6,5,46,11:42 PM,01:59 PM,06:47 AM,06:59 PM,10,16,17,16,25,28,73,0.0,1016,22,10,154,13,bellville-south-weather
2009-03-19,26,14,0.0,11.6,5,39,No moonrise,02:46 PM,06:48 AM,06:58 PM,9,18,19,18,23,8,64,0.0,1016,26,10,148,14,bellville-south-weather
2009-03-20,27,12,0.0,11.6,5,32,12:37 AM,03:27 PM,06:49 AM,06:57 PM,9,18,18,18,20,0,62,0.0,1018,27,10,158,11,bellville-south-weather
2009-03-21,32,13,0.0,11.6,6,24,01:36 AM,04:03 PM,06:49 AM,06:55 PM,9,22,21,22,17,6,50,0.0,1017,32,10,165,8,bellville-south-weather
2009-03-22,29,15,0.0,11.6,6,17,02:34 AM,04:34 PM,06:50 AM,06:54 PM,10,21,21,21,18,11,55,0.0,1015,29,10,210,10,bellville-south-weather
2009-03-23,28,16,0.0,11.6,6,10,03:33 AM,05:04 PM,06:51 AM,06:52 PM,13,21,21,21,21,11,69,0.0,1015,28,9,154,13,bellville-south-weather
2009-03-24,26,15,0.0,11.6,5,3,04:32 AM,05:32 PM,06:52 AM,06:51 PM,13,20,20,20,18,26,73,0.0,1013,26,7,209,10,bellville-south-weather
2009-03-25,25,16,0.0,11.6,5,0,05:32 AM,05:58 PM,06:52 AM,06:50 PM,14,20,20,20,20,38,74,0.0,1015,25,9,167,12,bellville-south-weather
2009-03-26,25,15,0.0,11.6,4,0,06:33 AM,06:26 PM,06:53 AM,06:48 PM,12,20,20,20,15,28,71,0.0,1015,25,10,160,7,bellville-south-weather
2009-03-27,21,15,0.0,11.6,5,5,07:37 AM,06:57 PM,06:54 AM,06:47 PM,12,18,18,18,20,34,72,0.0,1012,21,9,289,11,bellville-south-weather
2009-03-28,23,14,0.0,10.2,4,12,08:42 AM,07:31 PM,06:55 AM,06:46 PM,12,18,19,18,19,35,73,1.6,1019,23,10,240,10,bellville-south-weather
2009-03-29,30,13,0.0,11.6,6,19,09:51 AM,08:11 PM,06:55 AM,06:44 PM,10,20,20,20,18,5,58,0.0,1018,30,10,148,10,bellville-south-weather
2009-03-30,26,15,0.0,10.2,4,26,11:00 AM,08:58 PM,06:56 AM,06:43 PM,11,19,20,19,21,38,61,0.0,1016,26,10,177,13,bellville-south-weather
2009-03-31,25,16,0.0,11.6,6,30,12:08 PM,09:54 PM,06:57 AM,06:41 PM,14,20,21,20,28,18,73,0.2,1018,25,10,126,17,bellville-south-weather
2009-04-01,30,17,0.0,11.6,6,42,01:11 PM,10:57 PM,06:58 AM,06:40 PM,14,23,23,22,19,15,65,0.0,1015,30,10,137,11,bellville-south-weather
2009-04-02,31,17,0.0,11.6,6,50,02:07 PM,No moonset,06:58 AM,06:39 PM,15,24,24,24,25,4,64,0.0,1016,31,10,118,15,bellville-south-weather
2009-04-03,36,20,0.0,11.6,7,58,02:54 PM,12:06 AM,06:59 AM,06:37 PM,12,28,28,28,20,7,39,0.0,1015,36,10,124,10,bellville-south-weather
2009-04-04,32,19,0.0,10.1,5,65,03:34 PM,01:16 AM,07:00 AM,06:36 PM,13,26,26,25,20,32,54,0.8,1014,32,10,265,9,bellville-south-weather
2009-04-05,26,16,0.0,11.3,6,73,04:08 PM,02:25 AM,07:01 AM,06:35 PM,14,21,21,21,16,17,69,0.0,1015,26,10,304,9,bellville-south-weather
2009-04-06,23,14,0.0,11.3,4,80,04:40 PM,03:33 AM,07:01 AM,06:33 PM,12,18,19,18,20,22,70,0.8,1022,23,9,219,13,bellville-south-weather
2009-04-07,29,13,0.0,11.3,6,88,05:09 PM,04:39 AM,07:02 AM,06:32 PM,9,20,20,20,19,0,54,0.0,1020,29,10,134,11,bellville-south-weather
2009-04-08,28,16,0.0,11.3,6,95,05:38 PM,05:43 AM,07:03 AM,06:31 PM,10,21,21,21,21,4,52,0.0,1016,28,10,175,11,bellville-south-weather
2009-04-09,28,15,0.0,11.3,6,100,06:08 PM,06:47 AM,07:04 AM,06:30 PM,12,21,21,21,23,2,63,0.0,1019,28,10,141,14,bellville-south-weather
2009-04-10,30,17,0.0,11.2,6,90,06:40 PM,07:50 AM,07:04 AM,06:28 PM,13,23,23,23,15,9,61,0.0,1020,30,10,118,8,bellville-south-weather
2009-04-11,29,16,0.0,11.2,6,82,07:17 PM,08:53 AM,07:05 AM,06:27 PM,12,21,21,21,22,0,58,0.0,1020,29,10,142,13,bellville-south-weather
2009-04-12,26,15,0.0,11.2,5,75,07:57 PM,09:55 AM,07:06 AM,06:26 PM,12,20,20,20,27,11,68,0.0,1021,26,10,141,16,bellville-south-weather
2009-04-13,30,13,0.0,11.2,6,67,08:42 PM,10:54 AM,07:07 AM,06:25 PM,6,20,20,20,18,2,44,0.0,1018,30,10,104,11,bellville-south-weather
2009-04-14,33,16,0.0,11.2,6,59,09:33 PM,11:49 AM,07:07 AM,06:23 PM,4,22,22,23,21,0,32,0.0,1014,33,10,219,12,bellville-south-weather
2009-04-15,29,15,0.0,11.1,6,52,10:27 PM,12:38 PM,07:08 AM,06:22 PM,9,22,22,22,16,17,54,0.0,1018,29,10,172,9,bellville-south-weather
2009-04-16,29,19,0.0,10.1,5,44,11:24 PM,01:22 PM,07:09 AM,06:21 PM,13,23,23,22,23,30,57,0.0,1018,29,9,127,13,bellville-south-weather
2009-04-17,29,17,0.0,11.1,6,37,No moonrise,02:00 PM,07:10 AM,06:20 PM,13,22,22,22,16,14,62,0.0,1014,29,9,189,8,bellville-south-weather
2009-04-18,22,13,0.0,10.1,4,29,12:22 AM,02:33 PM,07:10 AM,06:18 PM,13,17,17,17,19,23,75,0.3,1014,22,9,311,13,bellville-south-weather
2009-04-19,17,12,0.0,7.0,3,22,01:20 AM,03:03 PM,07:11 AM,06:17 PM,12,14,14,14,22,48,86,2.5,1019,17,8,256,13,bellville-south-weather
2009-04-20,18,11,0.0,11.0,4,14,02:18 AM,03:31 PM,07:12 AM,06:16 PM,8,13,14,13,34,39,73,0.0,1027,18,10,122,22,bellville-south-weather
2009-04-21,21,13,0.0,11.0,5,7,03:17 AM,03:58 PM,07:13 AM,06:15 PM,5,16,17,16,34,31,49,0.0,1021,21,10,95,17,bellville-south-weather
2009-04-22,26,14,0.0,11.0,4,0,04:17 AM,04:25 PM,07:14 AM,06:14 PM,7,19,19,19,19,32,46,0.0,1010,26,10,138,10,bellville-south-weather
2009-04-23,18,14,0.0,5.5,4,0,05:20 AM,04:55 PM,07:14 AM,06:13 PM,12,17,17,17,13,45,81,8.7,1011,18,8,176,5,bellville-south-weather
2009-04-24,20,12,0.0,10.1,4,0,06:24 AM,05:28 PM,07:15 AM,06:12 PM,12,15,15,15,12,40,83,2.3,1013,20,7,231,7,bellville-south-weather
2009-04-25,14,11,0.0,5.5,3,1,07:33 AM,06:06 PM,07:16 AM,06:11 PM,11,12,13,12,20,82,90,5.5,1016,14,6,332,12,bellville-south-weather
2009-04-26,21,13,0.0,10.1,4,8,08:44 AM,06:51 PM,07:17 AM,06:09 PM,14,17,17,17,13,44,87,0.0,1017,21,8,229,7,bellville-south-weather
2009-04-27,25,12,0.0,10.9,5,16,09:55 AM,07:46 PM,07:17 AM,06:08 PM,11,18,18,18,12,26,67,0.0,1012,25,9,42,7,bellville-south-weather
2009-04-28,24,14,0.0,10.9,5,23,11:02 AM,08:49 PM,07:18 AM,06:07 PM,10,17,18,17,31,20,61,0.2,1010,24,10,265,17,bellville-south-weather
2009-04-29,18,14,0.0,5.4,4,31,12:02 PM,09:58 PM,07:19 AM,06:06 PM,13,15,15,15,39,89,88,5.2,1013,18,8,335,23,bellville-south-weather
2009-04-30,18,12,0.0,10.1,4,38,12:52 PM,11:09 PM,07:20 AM,06:05 PM,12,15,15,15,28,59,85,7.2,1015,18,9,289,17,bellville-south-weather
2009-05-01,15,11,0.0,7.0,3,44,01:35 PM,No moonset,07:20 AM,06:04 PM,11,12,13,12,22,74,90,3.7,1014,15,6,304,13,bellville-south-weather
2009-05-02,19,10,0.0,10.1,3,52,02:10 PM,12:18 AM,07:21 AM,06:03 PM,11,13,14,13,14,47,85,0.1,1015,19,8,256,9,bellville-south-weather
2009-05-03,21,11,0.0,10.8,5,59,02:42 PM,01:26 AM,07:22 AM,06:02 PM,10,15,15,15,14,10,70,0.0,1015,21,10,155,7,bellville-south-weather
2009-05-04,23,11,0.0,10.8,5,66,03:11 PM,02:31 AM,07:23 AM,06:02 PM,9,15,15,15,13,13,62,0.0,1015,23,10,208,7,bellville-south-weather
2009-05-05,20,10,0.0,10.8,4,73,03:40 PM,03:34 AM,07:23 AM,06:01 PM,10,14,14,14,13,14,74,0.0,1017,20,10,256,7,bellville-south-weather
2009-05-06,19,9,0.0,10.8,4,81,04:09 PM,04:36 AM,07:24 AM,06:00 PM,9,13,13,13,10,4,79,0.0,1018,19,9,205,6,bellville-south-weather
2009-05-07,20,8,0.0,8.7,3,88,04:40 PM,05:39 AM,07:25 AM,05:59 PM,11,13,14,13,15,32,84,0.1,1021,20,10,224,10,bellville-south-weather
2009-05-08,22,10,0.0,8.7,4,95,05:14 PM,06:41 AM,07:26 AM,05:58 PM,9,14,15,14,20,6,75,0.0,1024,22,10,121,11,bellville-south-weather
2009-05-09,25,10,0.0,8.7,5,100,05:53 PM,07:43 AM,07:26 AM,05:57 PM,8,15,16,15,15,1,60,0.0,1022,25,10,102,8,bellville-south-weather
2009-05-10,27,11,0.0,8.7,5,100,06:36 PM,08:43 AM,07:27 AM,05:56 PM,7,17,18,17,18,1,48,0.0,1015,27,10,90,11,bellville-south-weather
2009-05-11,24,13,0.0,8.7,5,83,07:26 PM,09:40 AM,07:28 AM,05:56 PM,7,16,17,16,26,6,49,0.0,1012,24,10,218,15,bellville-south-weather
2009-05-12,21,10,0.0,8.7,4,76,08:18 PM,10:31 AM,07:29 AM,05:55 PM,8,14,14,14,20,2,60,0.0,1015,21,10,137,10,bellville-south-weather
2009-05-13,21,9,0.0,8.7,4,68,09:15 PM,11:17 AM,07:29 AM,05:54 PM,8,13,14,13,23,8,66,0.0,1016,21,10,216,13,bellville-south-weather
2009-05-14,16,11,0.0,3.8,3,61,10:12 PM,11:57 AM,07:30 AM,05:53 PM,12,13,14,13,37,89,87,6.8,1013,16,10,272,21,bellville-south-weather
2009-05-15,16,12,0.0,3.8,3,54,11:10 PM,12:31 PM,07:31 AM,05:53 PM,13,12,14,12,39,92,92,18.5,1010,16,10,322,24,bellville-south-weather
2009-05-16,14,10,0.0,3.8,3,47,No moonrise,01:02 PM,07:32 AM,05:52 PM,11,10,12,10,59,98,91,53.6,1004,14,7,304,32,bellville-south-weather
2009-05-17,14,11,0.0,5.4,3,39,12:07 AM,01:30 PM,07:32 AM,05:51 PM,11,11,13,11,30,77,89,5.4,1016,14,6,299,17,bellville-south-weather
2009-05-18,16,11,0.0,5.4,3,32,01:04 AM,01:57 PM,07:33 AM,05:51 PM,11,12,14,12,27,55,89,0.0,1019,16,7,332,16,bellville-south-weather
2009-05-19,20,11,0.0,8.7,4,25,02:03 AM,02:24 PM,07:34 AM,05:50 PM,11,15,15,15,18,6,82,0.0,1022,20,7,122,11,bellville-south-weather
2009-05-20,24,13,0.0,8.7,5,17,03:02 AM,02:52 PM,07:35 AM,05:50 PM,9,17,18,17,21,9,54,0.0,1018,24,10,81,11,bellville-south-weather
2009-05-21,24,14,0.0,8.7,4,10,04:05 AM,03:23 PM,07:35 AM,05:49 PM,10,18,18,18,32,39,58,0.3,1014,24,10,234,19,bellville-south-weather
2009-05-22,19,11,0.0,8.7,5,3,05:12 AM,03:58 PM,07:36 AM,05:48 PM,12,15,15,15,21,34,84,0.5,1019,19,8,271,13,bellville-south-weather
2009-05-23,20,11,0.0,7.1,4,0,06:21 AM,04:40 PM,07:37 AM,05:48 PM,10,15,15,15,17,36,67,0.0,1015,20,10,201,10,bellville-south-weather
2009-05-24,18,11,0.0,8.7,3,0,07:34 AM,05:32 PM,07:37 AM,05:47 PM,10,13,14,13,26,30,75,0.1,1016,18,10,332,17,bellville-south-weather
2009-05-25,19,11,0.0,7.1,4,4,08:44 AM,06:32 PM,07:38 AM,05:47 PM,12,15,15,15,24,39,84,1.2,1021,19,9,265,15,bellville-south-weather
2009-05-26,22,11,0.0,8.7,5,11,09:49 AM,07:42 PM,07:39 AM,05:47 PM,9,15,15,15,14,0,66,0.0,1020,22,10,96,9,bellville-south-weather
2009-05-27,26,12,0.0,8.7,5,19,10:45 AM,08:55 PM,07:39 AM,05:46 PM,9,17,18,17,23,9,48,0.0,1013,26,10,193,12,bellville-south-weather
2009-05-28,15,11,0.0,5.4,3,26,11:32 AM,10:07 PM,07:40 AM,05:46 PM,10,12,13,12,32,62,80,10.0,1012,15,9,316,19,bellville-south-weather
2009-05-29,12,7,0.0,5.4,2,33,12:10 PM,11:18 PM,07:40 AM,05:45 PM,6,8,10,8,23,65,82,11.5,1015,12,10,272,12,bellville-south-weather
2009-05-30,12,7,0.0,3.8,2,40,12:44 PM,No moonset,07:41 AM,05:45 PM,8,8,10,8,27,96,89,3.3,1018,12,6,291,14,bellville-south-weather
2009-05-31,14,10,0.0,3.8,3,44,01:15 PM,12:24 AM,07:42 AM,05:45 PM,11,11,12,11,23,98,93,3.3,1019,14,6,305,14,bellville-south-weather
2009-06-01,17,10,0.0,8.7,3,57,01:43 PM,01:28 AM,07:42 AM,05:45 PM,11,12,13,12,13,39,88,0.0,1018,17,5,309,8,bellville-south-weather
2009-06-02,15,9,0.0,5.4,3,65,02:12 PM,02:30 AM,07:43 AM,05:44 PM,10,10,11,10,25,65,90,2.4,1018,15,8,331,15,bellville-south-weather
2009-06-03,16,11,0.0,7.1,3,72,02:42 PM,03:32 AM,07:43 AM,05:44 PM,11,11,13,11,29,66,87,3.4,1019,16,10,322,18,bellville-south-weather
2009-06-04,16,11,0.0,3.8,3,80,03:15 PM,04:33 AM,07:44 AM,05:44 PM,13,12,14,12,34,85,94,7.4,1020,16,10,318,20,bellville-south-weather
